"","scientificname","tiplabel","gen","fam","ord","clade","higher","MSW3_sciName_matched","genes","extinct.","tipDR_10k_harmMeans","MarineOrNot","taxa","trait","value","Barren.Rocky","Cropland","Forest","Grassland","Mosaic.Cropland","Other","Savanna","Shrubland","Urban","Water.Body","Wetland","Min_Elev","Max_Elev","source","Andes_Overlap","Forest_Biome","Grass_Biome","Origin_Class","binOrigin_all","binOrigin_rodents","binOrigin_nonRod","A_H","NA_TeF","NA_TrF","SA_TeF","SA_TrF","NA_TeG","NA_TrG","SA_TeG","SA_TrG","z_NONE","endemic_protoAndesForest","endemic_lowlandForest","endemic_grassLowHigh","widespread_newBiomes"
"59","Eptesicus_brasiliensis","Eptesicus_brasiliensis_VESPERTILIONIDAE_CHIROPTERA","Eptesicus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Eptesicus_brasiliensis",4,0,0.298415316,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,900,2000,"Mammals of Mexico",0.08027064,"Forest","","North_America",1,0,1,"0","1","1","0","1","0","0","0","0","1",0,1,0,0
"60","Tayassu_pecari","Tayassu_pecari_TAYASSUIDAE_CETARTIODACTYLA","Tayassu","TAYASSUIDAE","CETARTIODACTYLA","Suina","Laurasiatheria","Tayassu_pecari",2,0,0.078851491,0,"mammals","habitat_mol","Forest,Savanna,Shrubland,Grassland",0,0,1,1,0,0,1,1,0,0,0,0,800,"from 3 sources",0.048533673,"Forest","Grass_Savanna","North_America",1,0,1,"1","0","1","0","1","0","1","1","1","1",0,0,0,1
"61","Eumops_dabbenei","Eumops_dabbenei_MOLOSSIDAE_CHIROPTERA","Eumops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Eumops_dabbenei",2,0,0.268941666,0,"mammals","habitat_mol","Urban,Forest,Savanna",0,0,1,0,0,0,1,0,1,0,0,0,1100,NA,0.164205174,"Forest","Grass_Savanna","South_America",0,0,0,"0","0","1","0","1","0","0","1","1","1",0,0,0,1
"62","Eumops_glaucinus","Eumops_glaucinus_MOLOSSIDAE_CHIROPTERA","Eumops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Eumops_glaucinus",2,0,0.284508418,0,"mammals","habitat_mol","Urban,Forest",0,0,1,0,0,0,0,0,1,0,0,42,600,"from 4 sources",0.09529233,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","1","1","1",0,0,0,1
"63","Eumops_hansae","Eumops_hansae_MOLOSSIDAE_CHIROPTERA","Eumops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Eumops_hansae",2,0,0.134305141,0,"mammals","habitat_mol","Water Body,Forest,Savanna",0,0,1,0,0,0,1,0,0,1,0,0,700,"from 6 sources",0.073178121,"Forest","Grass_Savanna","South_America",0,0,0,"1","0","1","0","1","0","1","1","1","1",0,0,0,1
"64","Eumops_maurus","Eumops_maurus_MOLOSSIDAE_CHIROPTERA","Eumops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Eumops_maurus",3,0,0.239124763,0,"mammals","habitat_mol","Other,Forest,Savanna",0,0,1,0,0,1,1,0,0,0,0,NA,500,"IUCN",NA,"Forest","Grass_Savanna","South_America",0,0,0,"1","0","0","0","1","0","0","0","1","1",0,0,0,1
"65","Eumops_auripendulus","Eumops_auripendulus_MOLOSSIDAE_CHIROPTERA","Eumops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Eumops_auripendulus",21,0,0.239373415,0,"mammals","habitat_mol","Mosaic Cropland,Urban,Forest,Savanna",0,0,1,0,1,0,1,0,1,0,0,0,1800,"from 4 sources",0.076186078,"Forest","Grass_Savanna","South_America",0,0,0,"0","0","1","0","1","0","1","1","1","1",0,0,0,1
"66","Furipterus_horrens","Furipterus_horrens_FURIPTERIDAE_CHIROPTERA","Furipterus","FURIPTERIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Furipterus_horrens",22,0,0.045017687,0,"mammals","habitat_mol","Forest,Other",0,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,0.057318565,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","1","1","1",0,0,0,1
"67","Galictis_vittata","Galictis_vittata_MUSTELIDAE_CARNIVORA","Galictis","MUSTELIDAE","CARNIVORA","Caniformes","Laurasiatheria","Galictis_vittata",8,0,0.166363617,0,"mammals","habitat_mol","Cropland,Other,Forest,Grassland",0,1,1,1,0,1,0,0,0,0,0,0,2000,"from 3 sources",0.023294109,"Forest","Grass_Savanna","North_America",1,0,1,"0","1","1","0","1","0","1","1","1","1",0,0,0,1
"68","Glossophaga_longirostris","Glossophaga_longirostris_PHYLLOSTOMIDAE_CHIROPTERA","Glossophaga","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Glossophaga_longirostris",7,0,0.170402651,0,"mammals","habitat_mol","Forest,Shrubland,Other",0,0,1,0,0,1,0,1,0,0,0,0,2250,"from 2 sources",0.183088682,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","1","1","1",0,0,0,1
"69","Glossophaga_soricina","Glossophaga_soricina_PHYLLOSTOMIDAE_CHIROPTERA","Glossophaga","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Glossophaga_soricina",10,0,0.118583877,0,"mammals","habitat_mol","Other,Mosaic Cropland,Urban,Forest,Savanna",0,0,1,0,1,1,1,0,1,0,0,0,2600,"http://www.science.smith.edu/departments/Biology/VHAYSSEN/msi/pdf/i0076-3519-379-01-0001.pdf",0.091176249,"Forest","Grass_Savanna","South_America",0,0,0,"1","1","1","0","1","1","1","1","1","1",0,0,0,1
"70","Glyphonycteris_daviesi","Glyphonycteris_daviesi_PHYLLOSTOMIDAE_CHIROPTERA","Glyphonycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Glyphonycteris_daviesi",7,0,0.08857715,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,500,"from 3 sources",0.003696736,"Forest","","South_America",0,0,0,"1","0","0","0","1","0","0","0","0","1",0,0,0,1
"71","Glyphonycteris_sylvestris","Glyphonycteris_sylvestris_PHYLLOSTOMIDAE_CHIROPTERA","Glyphonycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Glyphonycteris_sylvestris",5,0,0.088614429,0,"mammals","habitat_mol","Forest,Other",0,0,1,0,0,1,0,0,0,0,0,0,760,"from 2 sources",0.020738445,"Forest","","South_America",0,0,0,"1","1","1","0","1","0","1","1","1","1",0,0,0,1
"72","Nectomys_rattus","Nectomys_rattus_CRICETIDAE_RODENTIA","Nectomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Nectomys_rattus",0,0,0.275917522,0,"mammals","habitat_mol","Cropland,Mosaic Cropland,Forest,Savanna,Shrubland,Grassland,Water Body",0,1,1,1,1,0,1,1,0,1,0,NA,NA,NA,0.028091815,"Forest","Grass_Savanna","North_America",1,1,0,"1","0","0","0","1","0","0","1","1","1",0,0,0,1
"73","Herpailurus_yagouaroundi","Herpailurus_yagouaroundi_FELIDAE_CARNIVORA","Herpailurus","FELIDAE","CARNIVORA","Feliformes","Laurasiatheria","Puma_yagouaroundi",4,0,0.246597253,0,"mammals","habitat_mol","Forest,Savanna,Shrubland,Grassland",0,0,1,1,0,0,1,1,0,0,0,0,3200,"from 4 sources",0.02501212,"Forest","Grass_Savanna","North_America",1,0,1,"1","1","1","1","1","1","1","1","1","1",0,0,0,1
"74","Holochilus_sciureus","Holochilus_sciureus_CRICETIDAE_RODENTIA","Holochilus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Holochilus_sciureus",6,0,0.218964639,0,"mammals","habitat_mol","Grassland,Water Body,Wetland",0,0,0,1,0,0,0,0,0,1,1,0,2000,"http://www.science.smith.edu/departments/Biology/VHAYSSEN/msi/pdf/i1545-1410-780-1-1.pdf",0.007686369,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","1","1","1",0,0,1,0
"75","Hsunycteris_thomasi","Hsunycteris_thomasi_PHYLLOSTOMIDAE_CHIROPTERA","Hsunycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,7,0,0.129446874,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South_America",0,0,0,"0","0","0","0","1","0","0","0","0","1",0,1,0,0
"76","Hydrochoerus_hydrochaeris","Hydrochoerus_hydrochaeris_CAVIIDAE_RODENTIA","Hydrochoerus","CAVIIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Hydrochoerus_hydrochaeris",28,0,0.117783764,0,"mammals","habitat_mol","Forest,Savanna,Wetland",0,0,1,0,0,0,1,0,0,0,1,NA,1300,"http://www.science.smith.edu/departments/Biology/VHAYSSEN/msi/pdf/i0076-3519-264-01-0001.pdf",0.020406162,"Forest","Grass_Savanna","South_America",0,0,0,"0","0","0","0","1","0","0","1","1","1",0,0,0,1
"77","Hylaeamys_megacephalus","Hylaeamys_megacephalus_CRICETIDAE_RODENTIA","Hylaeamys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,4,0,0.169182894,0,"mammals","habitat_mol","Mosaic Cropland,Forest",0,0,1,0,1,0,0,0,0,0,0,15,1100,"Mammals of South America 2, Volume 222",0.00148001,"Forest","","North_America",1,1,0,"0","0","0","0","1","0","0","1","1","1",0,0,0,1
"78","Lampronycteris_brachyotis","Lampronycteris_brachyotis_PHYLLOSTOMIDAE_CHIROPTERA","Lampronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lampronycteris_brachyotis",6,0,0.060299858,0,"mammals","habitat_mol","Urban,Forest,Other",0,0,1,0,0,1,0,0,1,0,0,0,700,"from 3 sources",0.009820283,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","1","1","1","1",0,0,0,1
"79","Lasiurus_blossevillii","Lasiurus_blossevillii_VESPERTILIONIDAE_CHIROPTERA","Lasiurus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lasiurus_blossevillii",4,0,0.157343278,0,"mammals","habitat_mol","Forest,Urban,Savanna",0,0,1,0,0,0,1,0,1,0,0,200,800,"from 2 sources",0.052358646,"Forest","Grass_Savanna","North_America",1,0,1,"1","1","1","0","1","1","1","1","1","1",0,0,0,1
"80","Lasiurus_ega","Lasiurus_ega_VESPERTILIONIDAE_CHIROPTERA","Lasiurus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lasiurus_ega",3,0,0.186918795,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,2300,"from 3 sources",0.063914205,"Forest","","North_America",1,0,1,"1","1","1","0","1","0","0","0","0","1",0,0,0,1
"81","Lutreolina_crassicaudata","Lutreolina_crassicaudata_DIDELPHIDAE_DIDELPHIMORPHIA","Lutreolina","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia","Lutreolina_crassicaudata",7,0,0.138741614,0,"mammals","habitat_mol","Forest,Grassland,Wetland",0,0,1,1,0,0,0,0,0,0,1,NA,NA,NA,0.039746768,"Forest","Grass_Savanna","South_America",0,0,0,"1","0","0","0","1","0","0","1","1","1",0,0,0,1
"82","Leopardus_pardalis","Leopardus_pardalis_FELIDAE_CARNIVORA","Leopardus","FELIDAE","CARNIVORA","Feliformes","Laurasiatheria","Leopardus_pardalis",18,0,0.473816399,0,"mammals","habitat_mol","Forest,Savanna,Shrubland",0,0,1,0,0,0,1,1,0,0,0,0,3000,"from 4 sources",0.09774777,"Forest","Grass_Savanna","North_America",1,0,1,"1","1","1","0","1","1","1","1","1","1",0,0,0,1
"83","Lonchorhina_orinocensis","Lonchorhina_orinocensis_PHYLLOSTOMIDAE_CHIROPTERA","Lonchorhina","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lonchorhina_orinocensis",4,0,0.054484531,0,"mammals","habitat_mol","Forest,Savanna,Barren/Rocky",1,0,1,0,0,0,1,0,0,0,0,80,300,"IUCN",0.038629659,"","Grass_Savanna","South_America",0,0,0,"1","0","0","0","1","0","0","1","1","0",0,0,0,1
"84","Lontra_longicaudis","Lontra_longicaudis_MUSTELIDAE_CARNIVORA","Lontra","MUSTELIDAE","CARNIVORA","Caniformes","Laurasiatheria","Lontra_longicaudis",14,0,0.262224641,0,"mammals","habitat_mol","Wetland,Other,Water Body,Barren/Rocky,Cropland,Mosaic Cropland",1,1,0,0,1,1,0,0,0,1,1,1700,3885,"from 2 sources",0.021167089,"","","North_America",1,0,1,"0","0","0","0","0","1","1","1","1","1",0,0,1,0
"85","Leptonycteris_curasoae","Leptonycteris_curasoae_PHYLLOSTOMIDAE_CHIROPTERA","Leptonycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Leptonycteris_curasoae",6,0,0.172403237,0,"mammals","habitat_mol","Forest,Other",0,0,1,0,0,1,0,0,0,0,0,0,1500,"from 2 sources",0.329638717,"","","South_America",0,0,0,"0","0","1","0","1","0","0","1","1","1",0,0,0,1
"86","Lichonycteris_obscura","Lichonycteris_obscura_PHYLLOSTOMIDAE_CHIROPTERA","Lichonycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lichonycteris_obscura",1,0,0.134377287,0,"mammals","habitat_mol","Other,Forest",0,0,1,0,0,1,0,0,0,0,0,0,900,"from 5 sources",0.078983498,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","1","1","1","1",0,0,0,1
"87","Lionycteris_spurrelli","Lionycteris_spurrelli_PHYLLOSTOMIDAE_CHIROPTERA","Lionycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lionycteris_spurrelli",4,0,0.131344766,0,"mammals","habitat_mol","Other,Mosaic Cropland,Forest,Savanna",0,0,1,0,1,1,1,0,0,0,0,0,1400,"from 2 sources",0.107490657,"Forest","Grass_Savanna","South_America",0,0,0,"0","0","1","0","1","0","0","1","1","1",0,0,0,1
"88","Lonchophylla_thomasi","Lonchophylla_thomasi_PHYLLOSTOMIDAE_CHIROPTERA","Lonchophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lonchophylla_thomasi",0,0,0.196777567,0,"mammals","habitat_mol","Mosaic Cropland,Forest,Other",0,0,1,0,1,1,0,0,0,0,0,0,850,"from 2 sources",0.122904624,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","1","1","1",0,0,0,1
"89","Lonchorhina_aurita","Lonchorhina_aurita_PHYLLOSTOMIDAE_CHIROPTERA","Lonchorhina","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lonchorhina_aurita",5,0,0.054316155,0,"mammals","habitat_mol","Cropland,Forest,Other",0,1,1,0,0,1,0,0,0,0,0,0,1537,"from 2 sources",0.057274128,"Forest","","South_America",0,0,0,"0","0","1","0","1","0","1","1","1","1",0,0,0,1
"90","Lophostoma_brasiliense","Lophostoma_brasiliense_PHYLLOSTOMIDAE_CHIROPTERA","Lophostoma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lophostoma_brasiliense",7,0,0.147015254,0,"mammals","habitat_mol","Other,Forest,Savanna",0,0,1,0,0,1,1,0,0,0,0,0,500,"from 2 sources",0.079139204,"Forest","Grass_Savanna","South_America",0,0,0,"1","0","1","0","1","0","1","1","1","1",0,0,0,1
"91","Lophostoma_carrikeri","Lophostoma_carrikeri_PHYLLOSTOMIDAE_CHIROPTERA","Lophostoma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lophostoma_carrikeri",6,0,0.146251461,0,"mammals","habitat_mol","Forest,Savanna",0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,"Forest","Grass_Savanna","South_America",0,0,0,"1","0","0","0","1","0","0","1","1","1",0,0,0,1
"92","Lophostoma_silvicolum","Lophostoma_silvicolum_PHYLLOSTOMIDAE_CHIROPTERA","Lophostoma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lophostoma_silvicolum",12,0,0.176399424,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,1845,"IUCN",0.080285281,"Forest","","South_America",0,0,0,"0","0","1","0","1","0","0","0","0","1",0,1,0,0
"93","Macrophyllum_macrophyllum","Macrophyllum_macrophyllum_PHYLLOSTOMIDAE_CHIROPTERA","Macrophyllum","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Macrophyllum_macrophyllum",5,0,0.095148605,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,500,"Mammals of Mexico",0.070577613,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","0","0","1",0,0,0,1
"94","Makalata_didelphoides","Makalata_didelphoides_ECHIMYIDAE_RODENTIA","Makalata","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Makalata_didelphoides",7,0,0.153160069,0,"mammals","habitat_mol","Mosaic Cropland,Forest",0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,0.0012256,"Forest","","South_America",0,0,0,"1","0","0","0","1","0","0","1","1","1",0,0,0,1
"95","Marmosa_demerarae","Marmosa_demerarae_DIDELPHIDAE_DIDELPHIMORPHIA","Marmosa","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia",NA,8,0,0.133980591,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,1800,"IUCN",0.015152369,"Forest","","South_America",0,0,0,"0","0","0","0","1","0","0","0","0","1",0,1,0,0
"96","Marmosa_murina","Marmosa_murina_DIDELPHIDAE_DIDELPHIMORPHIA","Marmosa","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia","Marmosa_murina",8,0,0.093053303,0,"mammals","habitat_mol","Other,Mosaic Cropland,Urban,Forest",0,0,1,0,1,1,0,0,1,0,0,0,2000,"from 3 sources",0.059403671,"Forest","","South_America",0,0,0,"0","0","0","0","1","0","0","1","1","1",0,0,0,1
"97","Marmosa_robinsoni","Marmosa_robinsoni_DIDELPHIDAE_DIDELPHIMORPHIA","Marmosa","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia","Marmosa_robinsoni",7,0,0.094076008,0,"mammals","habitat_mol","Forest,Savanna",0,0,1,0,0,0,1,0,0,0,0,0,2000,"from 2 sources",0.213974099,"Forest","Grass_Savanna","South_America",0,0,0,"0","0","1","0","1","0","0","1","1","1",0,0,0,1
"98","Mazama_americana","Mazama_americana_CERVIDAE_CETARTIODACTYLA","Mazama","CERVIDAE","CETARTIODACTYLA","Ruminantia","Laurasiatheria","Mazama_americana",4,0,0.385696693,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,1200,"from 2 sources",0.066034692,"Forest","","North_America",1,0,1,"0","0","1","0","1","0","0","0","0","1",0,1,0,0
"99","Mazama_nemorivaga","Mazama_nemorivaga_CERVIDAE_CETARTIODACTYLA","Mazama","CERVIDAE","CETARTIODACTYLA","Ruminantia","Laurasiatheria",NA,4,0,0.227613921,0,"mammals","habitat_mol","Forest,Shrubland",0,0,1,0,0,0,0,1,0,0,0,NA,1500,"IUCN",0.0136164,"Forest","","North_America",1,0,1,"0","0","1","0","1","0","0","1","1","1",0,0,0,1
"100","Mesophylla_macconnelli","Mesophylla_macconnelli_PHYLLOSTOMIDAE_CHIROPTERA","Mesophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Mesophylla_macconnelli",4,0,0.137313268,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,1500,"from 2 sources",0.105811867,"Forest","","South_America",0,0,0,"0","0","1","0","1","0","0","0","0","1",0,1,0,0
"101","Metachirus_nudicaudatus","Metachirus_nudicaudatus_DIDELPHIDAE_DIDELPHIMORPHIA","Metachirus","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia","Metachirus_nudicaudatus",10,0,0.052267534,0,"mammals","habitat_mol","Mosaic Cropland,Forest,Shrubland",0,0,1,0,1,0,0,1,0,0,0,0,600,"from 3 sources",0.079293722,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","1","1","1",0,0,0,1
"102","Micronycteris_hirsuta","Micronycteris_hirsuta_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Micronycteris_hirsuta",5,0,0.112929959,0,"mammals","habitat_mol","Urban,Forest",0,0,1,0,0,0,0,0,1,0,0,NA,1500,"IUCN",0.060463684,"Forest","","South_America",0,0,0,"0","0","1","0","1","0","1","1","1","1",0,0,0,1
"103","Micronycteris_megalotis","Micronycteris_megalotis_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Micronycteris_megalotis",10,0,0.219194193,0,"mammals","habitat_mol","Urban,Forest,Other",0,0,1,0,0,1,0,0,1,0,0,NA,NA,NA,0.093424715,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","1","1","1",0,0,0,1
"104","Micronycteris_microtis","Micronycteris_microtis_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Micronycteris_microtis",11,0,0.219554419,0,"mammals","habitat_mol","Other,Mosaic Cropland,Urban,Forest",0,0,1,0,1,1,0,0,1,0,0,0,3400,"from 2 sources",0.009285036,"Forest","","South_America",0,0,0,"1","1","1","0","1","0","1","1","1","1",0,0,0,1
"105","Micronycteris_minuta","Micronycteris_minuta_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Micronycteris_minuta",6,0,0.140399071,0,"mammals","habitat_mol","Cropland,Forest,Other",0,1,1,0,0,1,0,0,0,0,0,200,800,"from 2 sources",0.059226496,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","1","1","1","1",0,0,0,1
"106","Micronycteris_schmidtorum","Micronycteris_schmidtorum_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Micronycteris_schmidtorum",6,0,0.140742775,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0.056389696,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","0","0","1",0,0,0,1
"107","Procyon_cancrivorus","Procyon_cancrivorus_PROCYONIDAE_CARNIVORA","Procyon","PROCYONIDAE","CARNIVORA","Caniformes","Laurasiatheria","Procyon_cancrivorus",10,0,0.181584619,0,"mammals","habitat_mol","Forest,Water Body,Wetland",0,0,1,0,0,0,0,0,0,1,1,NA,NA,NA,0.018203019,"Forest","","North_America",1,0,1,"1","0","1","0","1","0","0","1","1","1",0,0,0,1
"108","Mimon_bennettii","Mimon_bennettii_PHYLLOSTOMIDAE_CHIROPTERA","Mimon","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Mimon_bennettii",1,0,0.060942833,0,"mammals","habitat_mol","Forest,Savanna,Other",0,0,1,0,0,1,1,0,0,0,0,NA,NA,"http://www.science.smith.edu/departments/Biology/VHAYSSEN/msi/pdf/i0076-3519-549-01-0001.pdf",0.009600458,"Forest","Grass_Savanna","South_America",0,0,0,"1","0","0","0","1","0","0","1","1","1",0,0,0,1
"109","Mimon_crenulatum","Mimon_crenulatum_PHYLLOSTOMIDAE_CHIROPTERA","Mimon","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Mimon_crenulatum",5,0,0.077821779,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,600,"from 2 sources",0.075537577,"Forest","Grass_Savanna","South_America",0,0,0,"1","0","1","0","1","0","0","0","0","1",0,0,0,1
"110","Monodelphis_brevicaudata","Monodelphis_brevicaudata_DIDELPHIDAE_DIDELPHIMORPHIA","Monodelphis","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia","Monodelphis_brevicaudata",8,0,0.184388094,0,"mammals","habitat_mol","Other,Mosaic Cropland,Forest",0,0,1,0,1,1,0,0,0,0,0,95,400,"from 2 sources",NA,"Forest","","South_America",0,0,0,"0","0","0","0","1","0","0","0","1","1",0,0,0,1
"111","Molossops_mattogrossensis","Molossops_mattogrossensis_MOLOSSIDAE_CHIROPTERA","Molossops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Molossops_mattogrossensis",2,0,0.118359112,0,"mammals","habitat_mol","Forest,Barren/Rocky",1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"","","South_America",0,0,0,"1","0","0","0","1","0","0","0","1","1",0,0,0,1
"112","Molossops_neglectus","Molossops_neglectus_MOLOSSIDAE_CHIROPTERA","Molossops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Molossops_neglectus",1,0,0.195254253,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01534904,"","","South_America",0,0,0,"0","0","0","0","1","0","0","0","0","1",0,1,0,0
"113","Molossops_temminckii","Molossops_temminckii_MOLOSSIDAE_CHIROPTERA","Molossops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Molossops_temminckii",2,0,0.194264139,0,"mammals","habitat_mol","Urban,Forest",0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,0.03756602,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","1","1","1",0,0,0,1
"114","Molossus_coibensis","Molossus_coibensis_MOLOSSIDAE_CHIROPTERA","Molossus","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Molossus_coibensis",1,0,0.28727673,0,"mammals","habitat_mol","Forest,Urban",0,0,1,0,0,0,0,0,1,0,0,0,350,"from 2 sources",0.000756034,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","1","1","1","1",0,0,0,1
"115","Molossus_molossus","Molossus_molossus_MOLOSSIDAE_CHIROPTERA","Molossus","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Molossus_molossus",5,0,0.2769201,0,"mammals","habitat_mol","Urban,Forest",0,0,1,0,0,0,0,0,1,0,0,0,2000,"Mammals of Mexico",0.080820091,"Forest","","South_America",0,0,0,"0","1","1","0","1","1","1","1","1","1",0,0,0,1
"116","Molossus_pretiosus","Molossus_pretiosus_MOLOSSIDAE_CHIROPTERA","Molossus","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Molossus_pretiosus",0,0,0.178233852,0,"mammals","habitat_mol","Urban,Forest,Other",0,0,1,0,0,1,0,0,1,0,0,0,1200,NA,0.209649159,"Forest","","South_America",0,0,0,"0","0","1","0","1","0","1","1","1","1",0,0,0,1
